# x_index original_841_index pi_of_i y_family squared_error euclidean_error order_rank
465 465 228 M1 0.00073697557543564885 0.027147294072073717 421
466 466 590 M2 0.002947615876358028 0.054291950382704325 540
467 467 113 M1 0.00076991946021761595 0.027747422586928968 426
468 468 80 M1 0.0039968880193366856 0.063220946049048377 563
469 469 256 M1 0.019077858002239687 0.13812261944460685 738
470 470 128 M1 0.00033485119504713165 0.018298939724670706 189
471 471 759 M2 0.00034026254090392704 0.018446206680613957 192
472 472 344 M1 0.019873945678330535 0.1409749824555071 747
473 473 359 M1 0.00048198133755838492 0.021954073370524772 306
474 474 729 M2 0.00010718476194084409 0.010353007386302982 57
475 475 251 M1 0.00076017854051731138 0.02757133548664829 424
476 476 249 M1 0.016585812951905889 0.12878591907466394 703
477 477 646 M2 0.0015257088476482322 0.03906032318924451 481
478 478 66 M1 0.0099632750927514946 0.099816206563621196 628
479 479 741 M2 0.00024727728530731863 0.015725052791877001 124
480 480 743 M2 0.00057389698225261026 0.02395614706609997 365
481 481 64 M1 0.020575522149569377 0.14344170296524431 754
482 482 740 M2 0.0002744910100554057 0.016567770219779294 146
483 483 636 M2 0.00062486807703149652 0.024997361401385879 386
484 484 643 M2 0.0010772283443890745 0.03282115696298768 456
485 485 738 M2 0.046241301805186256 0.21503790783298246 815
486 486 254 M1 0.0047450169640383712 0.06888408353196239 578
487 487 67 M1 0.017948115049924062 0.1339705753138504 727
488 488 647 M2 0.0001230994130260488 0.011095017486513882 61
489 489 209 M1 0.015513455755648397 0.12455302387195742 687
490 490 77 M1 0.00026447726850563889 0.016262757100370125 135
491 491 562 M2 0.00045600703941650551 0.021354321328867033 279
492 492 266 M1 0.011136737042438102 0.10553073979859187 636
493 493 481 M2 0.038386390341633811 0.19592445059673846 807
494 494 637 M2 0.00066203106777686224 0.025729964395172843 401
495 495 18 E1 1.8657827112963356e-05 0.0043194706982410888 6
496 496 216 M1 0.0078161750657442311 0.088409134515298984 607
497 497 211 M1 0.032057336710394173 0.17904562745399333 795
498 498 71 M1 0.018412790800399891 0.13569373898747095 733
499 499 516 M2 0.00412004710979546 0.064187593114210628 565
500 500 488 M2 0.00066026358095297466 0.025695594582592844 398
501 501 269 M1 0.013727288251244352 0.11716351074991033 658
502 502 567 M2 0.00039610994865812803 0.019902511114382727 231
503 503 76 M1 0.00026775360590570486 0.0163631783558606 138
504 504 718 M2 0.0003071141117761306 0.017524671516925234 173
505 505 757 M2 0.00041668327297013933 0.020412821288840484 248
506 506 674 M2 0.030382411375964195 0.17430551160523924 793
507 507 204 M1 0.019388217365395609 0.1392415791543446 740
508 508 733 M2 0.00017187178010767072 0.013109987799676655 87
509 509 630 M2 0.0037021594848195105 0.060845373569561642 557
510 510 370 M1 0.00052680824911723956 0.02295230378670602 335
511 511 834 E3 0.31260995856842838 0.55911533565842064 828
512 512 528 M2 0.00027809141760786355 0.016676073207079162 150
513 513 168 M1 0.00071508369622390105 0.026741048899097078 414
514 514 621 M2 0.043335541733966809 0.20817190428577725 812
515 515 375 M1 0.0022451184462176869 0.047382680867777908 514
516 516 627 M2 0.005321134072268619 0.072946103886832911 582
517 517 270 M1 0.00046812428352372722 0.021636179966059793 293
518 518 394 M1 0.024657262076353818 0.15702631014054244 777
519 519 303 M1 0.00029972749652680596 0.017312639790823522 163
520 520 756 M2 0.00038992570569128644 0.019746536549260642 226
521 521 448 M2 0.00056365141619885021 0.023741344026799539 357
522 522 574 M2 0.00029276236544290073 0.017110299981090357 158
523 523 421 M1 0.0066161480861275978 0.081339707929937874 590
524 524 115 M1 0.028412029746463494 0.16855868339086982 788
525 525 284 M1 0.0023703862516299854 0.048686612653069075 518
526 526 133 M1 0.012257040276309196 0.11071151826395119 646
527 527 223 M1 0.015099247392857033 0.12287899492125183 682
528 528 808 M2 0.00036576463361001805 0.019124974081290099 213
529 529 801 M2 0.00036034069972325173 0.018982642063823774 212
530 530 409 M1 0.00067058411413659146 0.025895638901880593 403
531 531 28 E2 4.7709041468466953e-05 0.0069071731894072954 18
532 532 361 M1 0.014281277883634095 0.11950430069095461 664
533 533 198 M1 0.0155589930246224 0.1247356926650203 688
534 534 420 M1 0.0095854750717821197 0.097905439439196232 626
535 535 571 M2 0.0028348468726871038 0.053243280070700977 535
536 536 679 M2 0.043518922464195246 0.20861189434975957 813
537 537 399 M1 0.0074592402031176267 0.086366892980572291 601
538 538 797 M2 0.00034238381541903343 0.018503616279501513 194
539 539 152 M1 0.00020538896916919041 0.014331398018657859 104
540 540 532 M2 0.00054923648575586081 0.023435794967439461 349
541 541 81 M1 0.01423645496441316 0.11931661646398276 663
542 542 517 M2 0.0024420988233373742 0.04941759629258969 520
543 543 416 M1 0.00069684278198455245 0.026397779868476676 410
544 544 408 M1 0.012290130525332829 0.11086086110676224 647
545 545 176 M1 0.00045128613353398586 0.021243496264362557 277
546 546 197 M1 0.016601812626017065 0.12884802142841412 705
547 547 312 M1 0.00021666590940874853 0.014719575721084781 112
548 548 828 E3 0.39026759915329362 0.62471401389219183 838
549 549 461 M2 0.0003503208171926678 0.018716859170081604 204
550 550 479 M2 0.0026969665625976584 0.051932326758943298 527
551 551 796 M2 0.00034783242545654739 0.018650266096132444 201
552 552 736 M2 8.6573144221196752e-05 0.0093044690456359058 50
553 553 302 M1 0.00024987051546000299 0.015807293109827595 126
554 554 88 M1 0.00072722957230436321 0.026967194372132287 418
555 555 25 E2 7.6835376392113582e-05 0.008765579067700752 42
556 556 663 M2 0.036802261152509612 0.19183915437811336 805
557 557 434 M2 0.041101014771741634 0.20273385206161706 811
558 558 694 M2 0.0040781816012343741 0.06386064203587663 564
559 559 85 M1 0.00058080713105029 0.024099940478148282 369
560 560 1 E1 2.5912523000439596e-05 0.005090434460872627 11
561 561 194 M1 0.014294998641884783 0.11956169387343415 665
562 562 37 E2 4.856791594222516e-05 0.0069690685132394242 20
563 563 691 M2 0.00016095517496628981 0.012686811063710605 82
564 564 323 M1 0.015378469075525279 0.12400995555004961 686
565 565 658 M2 0.00051033791569695026 0.02259065992167892 324
566 566 297 M1 0.0077888320431159421 0.088254359909955393 606
567 567 656 M2 0.014231329742681664 0.11929513712922947 662
568 568 299 M1 0.00088521928685744841 0.029752634956545419 440
569 569 166 M1 0.00071155249441470542 0.026674941319798726 413
570 570 160 M1 0.014869848055077566 0.12194198643239156 678
571 571 287 M1 0.027807746318097393 0.16675654805163542 786
572 572 96 M1 0.00010089731235757637 0.010044765420734144 55
573 573 534 M2 0.00028276499078833979 0.016815617466758092 153
574 574 4 E1 5.2324529713797839e-05 0.0072335696384148978 22
575 575 433 M2 0.00043333952593716045 0.020816808735662641 263
576 576 704 M2 0.00020988823245953302 0.014487519886424074 106
577 577 84 M1 0.00064944719774651691 0.025484253917792393 393
578 578 440 M2 7.9223428917503454e-05 0.0089007544015944767 46
579 579 585 M2 0.0099503583920444606 0.099751483157116322 627
580 580 818 E3 0.33248621233858405 0.57661617419092925 832
581 581 89 M1 0.020281938514164585 0.14241467099342184 752
582 582 282 M1 0.023345400730685216 0.15279201788930341 773
583 583 675 M2 0.015575714478046112 0.12480270220650717 689
584 584 161 M1 0.00057341116095271005 0.023946005114688966 363
585 585 641 M2 0.0028057806135095226 0.052969619722153215 534
586 586 16 E1 5.4778711302939194e-05 0.0074012641692442777 27
587 587 805 M2 0.00028826040399566622 0.016978233241290632 156
588 588 334 M1 0.0003948908413885823 0.01987186054169519 230
589 589 780 M2 0.00059092240367669832 0.024308895566781685 375
590 590 181 M1 0.0089401254576786313 0.094552236661427688 620
591 591 608 M2 0.0018079726952264826 0.042520262172598168 494
592 592 93 M1 0.018858811237090975 0.137327387061325 737
593 593 92 M1 0.00040636990993710175 0.020158618750725502 240
594 594 601 M2 0.0018196032047764186 0.042656807250149635 495
595 595 180 M1 0.0015646406700718591 0.039555539056772553 484
596 596 781 M2 0.00050455124672420433 0.02246221820578289 319
597 597 2 E1 5.6120031476395171e-05 0.0074913304209863266 30
598 598 459 M2 0.00053054274715186127 0.023033513565061264 339
599 599 196 M1 0.02067247026350312 0.14377924142066933 755
600 600 555 M2 0.00049713399573542269 0.022296501872164223 315
601 601 629 M2 0.00056316887255444792 0.023731179333409621 356
602 602 369 M1 0.00065622640211175913 0.025616916327141311 396
603 603 719 M2 0.00023507071710808541 0.015332016081001395 120
604 604 268 M1 0.033957838257885675 0.18427652660576624 800
605 605 758 M2 0.00037999063071132819 0.0194933483709528 223
606 606 673 M2 0.0029957130298607338 0.054733107255670529 543
607 607 124 M1 0.00050091028586999892 0.022381025130006869 316
608 608 730 M2 0.0018404625780606353 0.042900612793532862 496
609 609 731 M2 9.9828678009015163e-05 0.0099914302284014964 54
610 610 393 M1 0.000265169941278664 0.016284039464416193 136
611 611 720 M2 0.00047777832082690778 0.021858140836468865 304
612 612 755 M2 0.00036891838748582672 0.019207248305934579 216
613 613 167 M1 0.014151567330690208 0.11896036033355904 661
614 614 622 M2 0.0090502154851718891 0.095132620510379559 621
615 615 612 M2 0.040091940046524902 0.200229718190195 809
616 616 628 M2 0.0031238805834697143 0.055891686174866062 549
617 617 235 M1 0.022673041651321255 0.15057570073328982 767
618 618 518 M2 0.037796283935123146 0.1944126640296952 806
619 619 415 M1 0.013405422499033488 0.11578178828742233 656
620 620 170 M1 0.0080017793926974307 0.089452665654509322 609
621 621 400 M1 0.00065288624210664895 0.025551638736226859 395
622 622 449 M2 0.001324135680615921 0.036388675169837126 475
623 623 833 E3 0.39227450393351931 0.62631821299840806 839
624 624 531 M2 0.00027421123352622885 0.0165593246699927 145
625 625 105 M1 0.0018983257179278758 0.043569779870087429 501
626 626 576 M2 0.00035402906806605649 0.018815660181509881 209
627 627 799 M2 0.0004629802587805921 0.021516976060324836 285
628 628 735 M2 0.00019533115042227569 0.013976092101237587 97
629 629 175 M1 0.0005319834757441307 0.023064766977884919 341
630 630 401 M1 0.015654804144243764 0.12511915978076166 691
631 631 376 M1 0.0011476265394093558 0.033876637073495884 463
632 632 819 E3 0.29081322683706262 0.53927101427488444 826
633 633 283 M1 0.024575172729141025 0.15676470498534109 775
634 634 245 M1 0.005703496851994394 0.075521499270038289 587
635 635 224 M1 0.00052975549038459255 0.023016417844325659 337
636 636 807 M2 0.00039227658432187143 0.019805973450499004 227
637 637 543 M2 0.00040884880282742006 0.020220009961110803 245
638 638 573 M2 0.00042175610924414738 0.02053670151811501 252
639 639 422 M1 0.014011327244650231 0.11836945232892747 660
640 640 569 M2 0.00043114883549781152 0.020764123759451338 261
641 641 117 M1 0.0010971897264345511 0.03312385434146442 457
642 642 419 M1 0.01040179238565866 0.10198917778695277 631
643 643 572 M2 0.00040814454704328951 0.02020258763236258 243
644 644 680 M2 0.00025466681584827887 0.015958283612227189 130
645 645 802 M2 0.029112605407069461 0.17062416419449344 789
646 646 410 M1 0.014532315606228651 0.12055005436012317 669
647 647 63 M1 0.0091146554587554027 0.095470704714877869 622
648 648 346 M1 0.0072963121948254207 0.085418453479476089 598
649 649 811 M2 0.000173548355038453 0.013173775276603628 89
650 650 753 M2 0.00040039815458826721 0.020009951388953128 235
651 651 122 M1 0.003949422737864498 0.06284443283111478 562
652 652 624 M2 0.0030693726538698683 0.055401919225509404 547
653 653 74 M1 0.00040492621076103526 0.020122778405603815 239
654 654 230 M1 0.00057495684557332908 0.023978257767680478 368
655 655 588 M2 0.0048864727137698117 0.069903309748321735 581
656 656 600 M2 0.00043229708447164783 0.020791755204206494 262
657 657 649 M2 0.002233863418958041 0.047263764333345698 513
658 658 589 M2 0.0014820401280290104 0.038497274293500444 480
659 659 227 M1 0.00085612527308124306 0.029259618471218024 435
660 660 79 M1 0.00040827755525246599 0.020205879224930202 244
661 661 255 M1 0.0010147594031556962 0.031855288464487277 449
662 662 164 M1 0.00055769826272845967 0.023615635979758402 355
663 663 760 M2 0.00037420206476113739 0.019344303160391624 220
664 664 696 M2 0.00016306724098579962 0.012769778423520105 83
665 665 716 M2 0.00051070742839411174 0.02259883688144396 325
666 666 78 M1 0.00045718667203943782 0.021381923955515272 281
667 667 626 M2 0.0085443644081394567 0.092435731230620211 615
668 668 265 M1 0.0003490911654321337 0.018683981519797478 203
669 669 482 M2 0.00033554515050771206 0.018317891540996525 190
670 670 638 M2 0.035008109581460362 0.18710454185150172 801
671 671 65 M1 0.018413385541012441 0.13569593045118353 734
672 672 213 M1 0.00047218555098967844 0.021729830901083387 299
673 673 210 M1 0.020708965824093518 0.14390610071881427 756
674 674 72 M1 0.019834858253750563 0.14083628173787663 746
675 675 515 M2 0.00030170249026956013 0.017369585207182126 166
676 676 487 M2 0.00033280490008292868 0.018242941102873975 188
677 677 272 M1 0.024647428680951648 0.15699499571945486 776
678 678 568 M2 0.0011534657793589199 0.033962711601974893 464
679 679 75 M1 0.00032512688854098619 0.018031275288813771 184
680 680 215 M1 0.019822197022589881 0.14079132438680261 745
681 681 324 M1 0.00077739562236668353 0.027881815263118784 427
682 682 69 M1 0.00097179281866173256 0.031173591686902754 445
683 683 252 M1 0.017909784199672051 0.13382744187823381 726
684 684 250 M1 0.0007188362059526842 0.026811120938011603 416
685 685 645 M2 0.00064690572813545528 0.025434341511732819 389
686 686 804 M2 0.00032174622321964267 0.017937285837596576 182
687 687 742 M2 0.020521178961203878 0.14325215168088706 753
688 688 744 M2 0.00026368207659326141 0.016238290445526014 134
689 689 447 M2 0.0002839935914242065 0.01685210940577489 154
690 690 739 M2 0.00057438128726527017 0.023966253091905504 367
691 691 635 M2 0.038626185643521355 0.19653545645384538 808
692 692 644 M2 0.00016649202780653221 0.012903178980643965 85
693 693 127 M1 0.01203638517640265 0.10971046065167464 642
694 694 253 M1 0.0166792850361967 0.12914830636209171 709
695 695 68 M1 0.019097369812410121 0.13819323359850191 739
696 696 648 M2 0.00027958323606035824 0.016720742688659442 152
697 697 494 M2 0.0041831688798704188 0.064677421716317809 567
698 698 338 M1 0.0029733573454952316 0.054528500304842714 542
699 699 339 M1 0.00044702831348439705 0.021143044092192521 274
700 700 355 M1 0.0004019695460009264 0.020049178187669599 236
701 701 238 M1 0.0011043545859478574 0.033231830914769916 458
702 702 310 M1 0.0010471208053371532 0.032359246056377043 452
703 703 443 M2 0.00025075909577549493 0.015835374822702964 128
704 704 333 M1 0.00032399314884095547 0.017999809689020478 183
705 705 322 M1 0.01510151977408819 0.12288824099191993 683
706 706 509 M2 0.00044134792005855075 0.021008282177716261 266
707 707 42 E2 9.7915748121006903e-05 0.0098952386591232306 53
708 708 463 M2 0.00057361023144695568 0.023950161407534514 364
709 709 358 M1 0.00035861121308978735 0.0189370328480939 211
710 710 41 E2 0.00011907951600584099 0.010912356116157545 60
711 711 632 M2 0.0033165200035157197 0.05758923513570674 552
712 712 492 M2 0.0073188208488215384 0.085550107240269069 599
713 713 364 M1 0.014629380148739756 0.12095197455494373 671
714 714 348 M1 0.00041805008820184014 0.020446273210583881 249
715 715 345 M1 0.00047046324598446827 0.02169016472930688 297
716 716 24 E1 4.1364661274859908e-05 0.0064315364629969956 14
717 717 142 M1 0.001257905646653954 0.035466965568736693 470
718 718 824 E3 0.26483630656573026 0.51462248937034438 821
719 719 309 M1 0.0047431269634667008 0.068870363462571485 577
720 720 470 M2 0.00040778340728387345 0.020193647696339398 242
721 721 446 M2 0.016856729090321841 0.12983346675769633 712
722 722 308 M1 0.00031052552961216779 0.017621734580119171 175
723 723 307 M1 0.00075939204461451945 0.027557068868341559 423
724 724 244 M1 0.0011111891337565959 0.033334503652470905 459
725 725 367 M1 0.00066477935769127731 0.025783315490667164 402
726 726 350 M1 0.00080357283953749682 0.028347360362783285 431
727 727 349 M1 0.00050798281182139703 0.022538474034889695 321
728 728 20 E1 2.2764709471213902e-05 0.004771237729480046 9
729 729 347 M1 0.017054942294900989 0.13059457222603468 713
730 730 356 M1 0.02310581848625877 0.15200598174499177 772
731 731 353 M1 0.00027809569061733785 0.016676201324562434 151
732 732 200 M1 0.02504538165468484 0.15825732733331763 779
733 733 22 E1 1.5325003910462333e-05 0.0039147163256693755 4
734 734 336 M1 0.00042729386214256006 0.020671087589736542 254
735 735 335 M1 0.000463428438411631 0.021527388100083832 287
736 736 702 M2 0.00039252225308460321 0.019812174365389661 228
737 737 17 E1 1.8869684156054158e-05 0.0043439249712735779 8
738 738 330 M1 0.0037277792563746174 0.061055542388669497 558
739 739 329 M1 0.00021063933778406465 0.014513419231320532 109
740 740 21 E1 1.8766449059737938e-05 0.0043320259763461643 7
741 741 366 M1 0.011797052687626534 0.10861423795997711 641
742 742 125 M1 0.00038877988773100937 0.019717502066210348 224
743 743 357 M1 0.00064856923508292393 0.025467022501323627 390
744 744 119 M1 0.02225742923782463 0.14918923968512149 763
745 745 31 E2 6.1400690421609073e-05 0.0078358592650461176 34
746 746 70 M1 0.0080815667827495372 0.089897534909192792 610
747 747 578 M2 0.004360638802448579 0.066035133091776069 570
748 748 29 E2 7.3075154777964819e-05 0.0085484007146345697 40
749 749 525 M2 0.00030590419080824888 0.017490116946671595 172
750 750 445 M2 0.00066160462433530437 0.025721676157188986 400
751 752 523 M2 0.00052560962902896131 0.02292617781116079 333
752 753 526 M2 0.00049422934306206162 0.022231269488314463 313
753 754 832 E3 0.32054936213330976 0.56617078883788219 829
754 755 444 M2 0.00065929471176050193 0.025676734834485904 397
755 756 524 M2 0.00030415625270517843 0.017440076052161541 168
756 757 30 E2 4.7776753276996543e-05 0.0069120730086564145 19
757 758 47 E2 5.4924409914979508e-05 0.0074111004523606016 28
758 759 311 M1 0.00061641446713491866 0.024827695566341203 382
759 760 32 E2 5.3400216062400139e-05 0.0073075451461075587 25
760 761 48 E2 5.1274935887801092e-05 0.0071606519177935951 21
761 762 432 M1 0.016595603291710649 0.12882392360004663 704
762 763 431 M1 0.017416827605864275 0.13197282904395236 718
763 764 7 E1 5.3066851793320946e-05 0.0072846998423628231 23
764 765 549 M2 0.00049072408876965189 0.022152293081522102 311
765 766 703 M2 0.00044601824120916268 0.021119143950670979 273
766 767 822 E3 0.3395167093717486 0.58268062381698316 833
767 768 547 M2 0.040165536888053008 0.20041341494035025 810
768 769 550 M2 0.000344927154274632 0.018572214576475041 198
769 770 280 M1 0.00090649747717166116 0.030108096538500422 441
770 771 700 M2 0.00027378695726223051 0.016546508914639078 144
771 772 548 M2 0.00048412339564367503 0.022002804267721762 308
772 773 19 E1 2.2928002144322881e-05 0.0047883193444383885 10
773 774 426 M1 0.00069650390884455052 0.026391360496278903 409
774 775 425 M1 0.014885547820053203 0.12200634335989749 679
775 776 699 M2 0.00042978733448650126 0.020731312898282665 258
776 777 561 M2 0.001957512212883887 0.044243781629556563 505
777 778 406 M1 0.0095385462684722238 0.097665481458252296 625
778 779 405 M1 0.018079516177941103 0.1344600913949604 730
779 780 258 M1 0.00021037474247981923 0.014504300826989877 108
780 781 465 M2 0.00047042872942864412 0.021689369041736649 296
781 782 837 E3 0.27675900960611644 0.5260789005521096 823
782 783 794 M2 0.00046501875839930114 0.021564293598430279 288
783 784 471 M2 0.00032742494072077828 0.018094887143079347 187
784 785 466 M2 0.00037028765852336877 0.019242859936178115 218
785 786 468 M2 0.00037107343071758484 0.019263266356399293 219
786 787 827 E3 0.4009249784394493 0.63318636943592621 840
787 788 472 M2 0.00044394617797453059 0.021070030326853603 272
788 789 263 M1 0.012628443905593367 0.11237634940499432 651
789 790 404 M1 0.012351296027679363 0.11113638480569432 650
790 791 403 M1 0.00031312754012646554 0.017695410142928747 179
791 792 184 M1 0.0011431262914496536 0.033810150716162946 462
792 793 136 M1 0.013706642474733192 0.1170753709143524 657
793 794 542 M2 0.00050174984684509254 0.022399773365931464 318
794 795 540 M2 0.00015904765742899427 0.01261140981131746 79
795 796 496 M2 0.025164543707682768 0.15863336253034155 780
796 797 662 M2 0.00048177878664926936 0.021949459825910737 305
797 798 27 E2 5.5949131939286816e-05 0.0074799152361030678 29
798 799 145 M1 0.00026864733363468347 0.016390464716861553 140
799 800 328 M1 0.00049174605930644814 0.022175348008688572 312
800 801 354 M1 0.00046745767772902943 0.021620769591506901 292
801 802 151 M1 0.014686123948851678 0.1211863191488696 673
802 803 508 M2 0.00050803444602704731 0.022539619473874162 323
803 804 43 E2 1.6967302586243068e-05 0.0041191385733236833 5
804 805 489 M2 0.0011551134714208884 0.033986960314521926 466
805 806 541 M2 0.0009914533277844491 0.031487351869988196 447
806 807 539 M2 0.0019471227803896712 0.044126214208672729 503
807 808 491 M2 0.0024962250561973917 0.049962236301004298 522
808 809 454 M2 0.00020433488543783457 0.014294575385013525 102
809 810 474 M2 0.00013792085093333202 0.011743970833297059 65
810 811 831 E3 0.29916334903926645 0.54695826992492436 827
811 812 452 M2 0.02965880346513295 0.17221731464963955 790
812 813 274 M1 0.0077339983719182277 0.087943154207239055 604
813 814 388 M1 0.00036812379224944447 0.019186552380494118 215
814 815 387 M1 0.020195982124738034 0.1421125684967309 751
815 816 615 M2 0.00057073097867381178 0.023889976531462138 360
816 817 609 M2 0.0044517106770820061 0.066721141155423935 571
817 818 390 M1 0.017814643149348885 0.13347150688198919 725
818 819 389 M1 0.0012946395343232141 0.035981099681961004 472
819 820 279 M1 0.00091184105844303149 0.030196706085979502 442
820 821 453 M2 0.0014213033153806026 0.037700176596146107 476
821 822 464 M2 0.0046407410314967873 0.068122984605027304 574
822 823 825 E3 0.29033915634235768 0.53883128745680464 825
823 824 451 M2 0.001441126611488445 0.037962173429460608 478
824 825 498 M2 0.0081875582038737002 0.090485126976059996 612
825 826 490 M2 0.010706394533749681 0.10347170885681593 634
826 827 826 E3 0.058065713238283273 0.24096828263961062 817
827 828 798 M2 0.00040302900508819653 0.020075582310065045 237
828 829 44 E2 1.3416760888179543e-05 0.0036628896909652554 3
829 830 46 E2 6.9043118219363873e-05 0.0083092188693862125 38
830 831 246 M1 0.0007980264409003275 0.028249361778637187 430
831 832 6 E1 8.0802460685060158e-06 0.0028425773636800134 2
832 833 5 E1 2.1902040463969818e-06 0.0014799337979777953 1
833 834 382 M1 0.0056536767156016455 0.075190935062689868 585
834 835 381 M1 0.00047273464917060187 0.021742461893047023 300
835 836 267 M1 0.021610859581259731 0.14700632497025334 759
836 837 497 M2 0.0010075305263394999 0.031741621356501305 448
837 838 840 E3 0.27501774372323728 0.52442134178848721 822
838 839 493 M2 0.0016865750966626465 0.041067932705002898 488
839 840 503 M2 0.0015980290057334427 0.039975354979455063 486
840 841 697 M2 0.00023185271347999031 0.015226710527227813 118
