# x_index original_841_index pi_of_i y_family squared_error euclidean_error order_rank
246 246 592 M2 0.026339884226617798 0.16229566915545773 783
247 247 49 M1 0.019560785023993138 0.13985987639059724 741
248 248 752 M2 0.0004282951559143347 0.020695293085973312 255
249 249 220 M1 0.0010440876339102582 0.032312344915067029 451
250 250 218 M1 0.00052750569174825367 0.02296749206483489 336
251 251 123 M1 0.012091911805642341 0.10996322933436586 643
252 252 633 M2 0.00051303937710730639 0.022650372560011157 327
253 253 773 M2 0.00014940488932297917 0.012223129277029642 70
254 254 52 M1 0.019997253985067954 0.14141164727513769 750
255 255 504 M2 0.025433924444130687 0.15948016943849377 781
256 256 749 M2 0.00047629297662145115 0.021824137477147891 303
257 257 331 M1 0.0048214984058980023 0.06943701034677402 580
258 258 708 M2 0.00050802810827988972 0.022539478882172271 322
259 259 380 M1 0.0023379446574429627 0.048352297333663093 516
260 260 772 M2 0.00019761229687352029 0.014057464098247603 98
261 261 640 M2 0.00049649188953908774 0.02228209796089874 314
262 262 57 M1 0.00057285956646267126 0.023934484879827082 362
263 263 512 M2 0.00053154727434411833 0.02305530902729604 340
264 264 186 M1 0.0026788429626836115 0.051757540152944009 526
265 265 109 M1 0.0013222227989488412 0.036362381645717888 474
266 266 598 M2 0.029770461411205668 0.17254118757909853 791
267 267 687 M2 0.00021762255335035143 0.01475203556633292 113
268 268 792 M2 0.036176783185659651 0.19020195368518078 803
269 269 205 M1 0.015649614233796814 0.12509841819062628 690
270 270 686 M2 0.00015709357103148967 0.012533697420613346 78
271 271 207 M1 0.012332869400418611 0.11105345289732603 649
272 272 112 M1 0.016214561152511627 0.12733640937497659 699
273 273 289 M1 0.00084484419479757334 0.029066203652998328 434
274 274 202 M1 0.001986332690327415 0.044568292432259675 506
275 275 683 M2 0.00015450504009431181 0.012430005635329045 75
276 276 332 M1 0.00029497823575072536 0.017174930443839515 159
277 277 785 M2 0.013771096479851704 0.11735031520985235 659
278 278 682 M2 0.0012905082044205743 0.035923644086041359 471
279 279 787 M2 0.00054429703575529858 0.023330174361870907 344
280 280 108 M1 0.014718510134803468 0.12131986702433969 674
281 281 514 M2 0.022723528043370009 0.15074325206578904 769
282 282 486 M2 0.00044215418541974563 0.021027462648159564 269
283 283 295 M1 0.00029905526631752722 0.017293214458784904 160
